year,cap_percent,passing_percentage,passing_yards_per_attempt,games,passing_yards_per_game,rushing_yards_per_game,passing_tds_per_game,rushing_tds_per_game,sacks_per_game,turnovers_per_game
2017,10.778443113772456,62.6,7.9,16,282.1875,-0.125,1.75,0,1.125,0.6875
2017,8.758365269461079,61.3,7.2,16,248.9375,36.625,2.125,0.1875,2.6875,0.875
2017,8.383233532934131,66.3,7.9,16,286.0625,1.75,2,0,2.1875,0.6875
2017,0.37616526946107787,59,6.5,11,207.72727272727272,11.545454545454545,1.0909090909090908,0.09090909090909091,3,1.4545454545454546
2017,5.816367664670659,62.6,6.7,15,186.6,28.466666666666665,0.9333333333333333,0.26666666666666666,3.066666666666667,0.4
2018,11.794582392776523,62.3,7.4,16,277.625,16.8125,1.5625,0.125,3.0625,0.3125
2018,10.383747178329571,62.5,6.6,10,218,16.8,1,0.1,2.2,0.6
2018,13.769751693002258,67.3,7.2,16,287.0625,9.25,2.4375,0,1.125,1
2018,9.198645598194132,61.9,7,11,233.27272727272728,9,1.9090909090909092,0,1.9090909090909092,1
2018,3.3534762979683976,63.8,7.7,14,266.07142857142856,9.357142857142858,1.9285714285714286,0,1.7857142857142858,1.2142857142857142
2018,13.092550790067719,67,7.6,16,320.5625,6.125,2.125,0.1875,1.5,1.125
2018,5.643340857787811,60.3,6.7,13,209.07692307692307,28.076923076923077,1,0.07692307692307693,2.3846153846153846,1.1538461538461537
2018,12.133182844243793,67.9,7.2,14,242.5,34.857142857142854,1.7142857142857142,0.2857142857142857,2.0714285714285716,0.9285714285714286
2018,4.105736455981941,69.6,7.7,11,279.45454545454544,8.454545454545455,1.9090909090909092,0,2.8181818181818183,1.1818181818181819
2018,8.465011286681715,62.3,6.6,16,243.125,5.8125,1.125,0.125,2.125,1.0625
2018,0.40962076749435666,67.7,7.4,16,242.8125,19.0625,1.375,0.375,3.5,0.875
2018,14.108352144469528,68.9,7.3,16,253.0625,2.9375,1.1875,0.0625,3.1875,1.0625
2018,1.7769446952595938,68.3,8.2,16,260.3125,34.4375,1.625,0.3125,3.875,0.75
2018,13.544018058690746,74.4,8.2,15,266.1333333333333,1.4666666666666666,2.1333333333333333,0.26666666666666666,1.1333333333333333,0.4
2018,12.528216704288939,66,7.5,16,268.6875,1.25,1.3125,0.0625,2.9375,0.9375
2018,4.481886568848759,64.6,7.9,11,272,25.545454545454547,1.7272727272727273,0.09090909090909091,2.4545454545454546,1.5454545454545454
2018,4.299867381489842,64.9,8.4,16,293,6.75,2,0.125,2.0625,1.0625
2018,2.1735107223476295,52.8,6.5,12,172.83333333333334,52.583333333333336,0.8333333333333334,0.6666666666666666,2.3333333333333335,1.1666666666666667
2018,1.8056393905191874,55.2,5.8,14,162.71428571428572,9.857142857142858,0.7857142857142857,0,3.2142857142857144,1.3571428571428572
2018,13.544018058690746,70.1,7.1,16,268.625,7.6875,1.875,0.0625,2.5,1.0625
2018,0.9718498871331829,58.2,7.1,16,75.0625,43.4375,0.375,0.3125,1,0.4375
2018,4.347881489841987,68.9,7.6,14,180.57142857142858,25.5,0.7857142857142857,0.14285714285714285,3,0.7142857142857143
2018,9.988713318284423,69.4,8.1,16,307.75,7.8125,2.1875,0.1875,2.625,0.75
2018,14.954853273137697,66.1,6.8,16,236.0625,4.4375,1.3125,0,2.5,0.9375
2018,3.7236348758465008,66.6,7.4,14,230.21428571428572,30.071428571428573,1.7142857142857142,0.21428571428571427,1.7142857142857142,1.0714285714285714
2018,2.106756772009029,66,8.8,16,318.5625,17,3.125,0.125,1.625,0.875
2018,12.415349887133182,68.3,8.5,16,269.25,0.4375,2,0,2,0.8125
2018,13.423681715575619,65.6,8.1,16,215.5,23.5,2.1875,0,3.1875,0.5625
2018,4.896538374717832,64.2,7.2,11,179.9090909090909,13.181818181818182,1.5454545454545454,0,3.1818181818181817,1.1818181818181819
2018,3.1036010158013543,57.7,6.9,13,220.3846153846154,10.615384615384615,1.3076923076923077,0.07692307692307693,2.3076923076923075,1.3076923076923077
2018,12.415349887133182,65.8,7.6,16,272.1875,2.1875,1.8125,0.125,1.3125,0.8125
2019,15.596174282678001,62,7,16,249.625,11.4375,1.625,0.0625,2.25,0.5
2019,8.607863974495219,59.5,6.6,13,268.7692307692308,5.615384615384615,1.2307692307692308,0.3076923076923077,2.8461538461538463,1.3846153846153846
2019,3.9468384697130707,59.4,7.2,16,239.1875,8.8125,1.375,0.1875,2.5,1.4375
2019,4.460031349628055,63.9,6.7,16,252.4375,15.1875,1.6875,0.0625,2.3125,0.875
2019,1.8597236981934113,64.8,6.9,10,170.7,1.2,1.1,0.1,1.5,0.8
2019,1.1269117959617427,65.1,8.2,16,306.375,17.3125,1.875,0.1875,1.4375,0.8125
2019,2.4793793836344316,61.9,6.6,13,232.84615384615384,21.46153846153846,1.8461538461538463,0.15384615384615385,2.923076923076923,1.7692307692307692
2019,11.955366631243358,70.4,7.9,16,253.375,5.125,1.3125,0.125,1.8125,0.6875
2019,2.007701912858661,67.3,7.8,15,256.8,27.533333333333335,1.7333333333333334,0.4666666666666667,2.933333333333333,1
2019,12.06163655685441,74.3,7.9,11,270.8181818181818,-0.36363636363636365,2.4545454545454546,0.09090909090909091,1.0909090909090908,0.36363636363636365
2019,0.2884718384697131,60.6,7,14,233.64285714285714,24.571428571428573,1.5,0,2.357142857142857,0.9285714285714286
2019,4.529755579171094,60.9,6.6,15,196.13333333333333,15.2,1.2,0.26666666666666666,1.8,0.7333333333333333
2019,11.116896918172158,60.7,8.2,16,319.3125,15.625,2.0625,0.0625,2.9375,2.1875
2019,5.64802178533475,62.9,7.4,16,289.875,2.5,1.375,0.125,1.375,1.3125
2019,10.626992561105206,69.1,8.4,16,248.625,3.875,1.6875,0.0625,2.25,1.125
2019,2.5580903294367694,58.8,6.7,16,193.0625,31.875,1.25,0.5625,2.375,0.8125
2019,15.409139213602552,69.1,8.1,15,240.2,4.2,1.7333333333333334,0.06666666666666667,1.8666666666666667,0.6
2019,0.2630180658873539,62,6.8,14,237.28571428571428,7.571428571428571,1.2142857142857142,0.14285714285714285,3.2857142857142856,1.6428571428571428
2019,3.3966424017003187,64.4,6.9,16,232.625,34,1.25,0.25,3,0.875
2019,1.1438087141339002,66.1,7.8,15,208.46666666666667,80.4,2.4,0.4666666666666667,1.5333333333333334,0.5333333333333333
2019,0.4736094580233794,62.2,6.2,10,176.5,4.2,1.3,0,1.5,0.9
2019,8.395324123273113,66.2,7.3,15,297.73333333333335,9.8,1.7333333333333334,0.06666666666666667,3.2,1.2666666666666666
2019,4.207192879914984,63.2,6.1,15,209.2,12.866666666666667,1.1333333333333333,0.13333333333333333,2.533333333333333,0.8
2019,2.3803443145589798,65.9,8.3,14,287.92857142857144,15.571428571428571,1.8571428571428572,0.14285714285714285,1.2142857142857142,0.5
2019,12.22104144527099,66,7.8,16,288.4375,1.8125,1.4375,0,2.125,1.4375
2019,13.967463336875664,66.1,8,16,256.875,21.375,1.9375,0.1875,3,0.4375
2019,2.922422954303932,62,7,15,235.26666666666668,16.2,1.3333333333333333,0.26666666666666666,2.6666666666666665,1
2019,1.1822529224229543,70.3,9.6,12,228.5,15.416666666666666,1.8333333333333333,0.3333333333333333,2.5833333333333335,0.75
2019,3.652750265674814,61.9,6.9,13,232.6153846153846,4.769230769230769,1.4615384615384615,0.15384615384615385,2.5384615384615383,1.2307692307692308
2019,1.7268862911795961,67.9,7.1,10,138.4,3.1,0.9,0,1.2,0.2
2019,11.424017003188098,60.8,6.6,16,253.5625,2.125,1.5,0.1875,1.6875,0.5625
2020,10.919273461150352,70.7,8.2,16,268.6875,9.3125,3,0.1875,1.25,0.4375
2020,1.513622603430878,64.9,6.5,11,197.27272727272728,10.363636363636363,1.2727272727272727,0,2.1818181818181817,0.8181818181818182
2020,4.5426538849646825,62.8,7.3,16,222.6875,10.3125,1.625,0.0625,1.625,0.75
2020,11.982845610494449,65.6,6.3,15,253.53333333333333,0.7333333333333333,2.2,0,0.8666666666666667,0.7333333333333333
2020,0.8387991927346116,65.8,7.2,15,177.13333333333333,39.46666666666667,0.5333333333333333,0.8,2.066666666666667,0.7333333333333333
2020,9.412984863773966,57.4,6,12,218.33333333333334,23,1.3333333333333333,0.4166666666666667,4.166666666666667,1.5833333333333333
2020,2.9882643794147326,62.5,6.6,14,210.21428571428572,30.214285714285715,0.7857142857142857,0.07142857142857142,3.2142857142857144,1.1428571428571428
2020,10.847628657921291,67.3,7.9,16,256.4375,8.75,1.6875,0.1875,1.625,1.0625
2020,4.948659939455096,70.2,8.9,16,301.4375,27.75,2.0625,0.1875,3.0625,0.625
2020,11.93239152371342,70.5,7.5,12,245.16666666666666,-0.16666666666666666,2,0.16666666666666666,1.0833333333333333,0.6666666666666666
2020,0.8039192734611504,57.3,6.6,13,225.6153846153846,12.307692307692308,1.2307692307692308,0.23076923076923078,1.4615384615384615,1.3846153846153846
2020,0.5527174571140262,52,7.2,15,70.73333333333333,23.6,0.4,0.2,0.8666666666666667,0.4
2020,14.552311806256307,67,7.2,15,263.46666666666664,6.6,1.3333333333333333,0.26666666666666666,1.5333333333333334,1.1333333333333333
2020,3.3198915237134212,65.3,6.7,10,268.8,14.2,1.3,0.3,3.2,0.9
2020,2.9602376387487386,69.2,7.9,16,284,26.3125,2.3125,0.5,1.625,1
2020,2.438194248234107,66.6,7.3,15,289.06666666666666,15.6,2.066666666666667,0.3333333333333333,2.1333333333333333,0.7333333333333333
2020,10.595358224016145,67.6,8.3,16,266.5625,9.75,2.1875,0.0625,2.4375,1.125
2020,4.076993440968719,67.2,7.1,16,248.1875,51.1875,1.625,0.6875,1.6875,1
2020,1.3033188698284561,64.4,7.3,15,183.8,67,1.7333333333333334,0.4666666666666667,1.9333333333333333,0.8666666666666667
2020,9.567356205852674,65,7.3,16,286.3125,5.75,1.625,0.125,2.5625,0.875
2020,10.746720484359233,64.2,7.7,16,255.25,7,1.625,0,2.375,0.6875
2020,4.660743188698285,67,6.9,10,205.5,19.5,1.6,0.1,1.8,1
2020,0.3784056508577195,64.7,7.5,10,243.7,0.8,1.2,0,1.9,1.6
2020,2.6975469223007065,66.3,8.1,15,316,20.533333333333335,2.533333333333333,0.13333333333333333,1.4666666666666666,0.5333333333333333
2020,12.613521695257315,68,7.7,16,260.5625,-0.5,1.5,0,1.1875,0.75
2020,15.640766902119072,68.8,7.5,16,263.25,32.0625,2.5,0.125,2.9375,1.0625
2020,4.036326942482341,68.5,7.8,10,209.1,15.1,1.3,0.2,1.4,0.8
2020,11.352169525731584,65.5,7.9,16,238.6875,16.625,2.0625,0.4375,1.5,0.5
2020,4.207553481331988,59.6,6.1,12,184,18.083333333333332,0.75,0.16666666666666666,2.9166666666666665,1.0833333333333333
2020,7.063572149344097,69.1,7.6,15,248.86666666666667,18.6,1,0.3333333333333333,2.066666666666667,0.9333333333333333
2020,12.613521695257315,65.7,7.6,16,289.5625,0.375,2.5,0.1875,1.3125,0.8125
2020,2.777308274470232,64.1,6.3,10,181.4,10.9,1.1,0.3,2,0.6
2021,15.108804383561644,68.9,7.7,16,257.1875,6.3125,2.3125,0.1875,1.875,0.25
2021,5.791304109589041,60.5,7.2,14,215,9.571428571428571,1.2142857142857142,0.07142857142857142,3.0714285714285716,1.1428571428571428
2021,14.197260273972603,64.5,6.2,16,233.75,0.3125,1.375,0.0625,2.375,0.9375
2021,11.67445589041096,62.4,6.9,17,209.58823529411765,12.647058823529411,1.588235294117647,0.058823529411764705,1.8823529411764706,0.7058823529411765
2021,9.424657534246576,68.8,7.5,16,278.0625,9.125,2.3125,0.0625,1.875,1
2021,3.9311167123287674,64.3,6.7,11,220.72727272727272,27.09090909090909,0.9090909090909091,0.18181818181818182,2,0.9090909090909091
2021,0.5202591780821918,66.8,6.8,13,204.92307692307693,3.3846153846153846,1.2307692307692308,0,2.3846153846153846,0.8461538461538461
2021,12.123287671232877,68.4,7.7,17,282.5882352941176,6.352941176470588,1.3529411764705883,0,2.3529411764705883,1.1176470588235294
2021,2.73972602739726,62.7,5.7,11,116.63636363636364,6.363636363636363,0.45454545454545453,0.09090909090909091,1.7272727272727273,0.6363636363636364
2021,0.7503331506849316,61.3,7.3,15,209.6,52.266666666666666,1.0666666666666667,0.6666666666666666,1.7333333333333334,0.7333333333333333
2021,5.835616438356165,67.2,6.6,14,231.78571428571428,6.214285714285714,1.3571428571428572,0,2.5,1
2021,14.712328767123287,68.3,8.6,15,254,3.4,1.3333333333333333,0.2,1.9333333333333333,1
2021,4.506868493150685,70.4,8.9,16,288.1875,7.375,2.125,0.125,3.1875,1
2021,5.590321643835616,63.3,6.8,17,259.2352941176471,44.88235294117647,2.1176470588235294,0.35294117647058826,1.5294117647058822,1.0588235294117647
2021,1.8801446575342464,58.9,6.9,12,155.83333333333334,35,0.5833333333333334,0.16666666666666666,3,1.25
2021,3.3099320547945204,65.9,7.5,17,294.94117647058823,17.764705882352942,2.235294117647059,0.17647058823529413,1.8235294117647058,0.9411764705882353
2021,17.077625205479453,66.3,7.5,16,263.8125,7.1875,2.0625,0.0625,1.75,0.5625
2021,5.349984109589041,69.2,7.9,14,270.5,30.214285714285715,1.7142857142857142,0.35714285714285715,2.2142857142857144,0.7142857142857143
2021,1.6513468493150683,64.4,7.5,12,240.16666666666666,63.916666666666664,1.3333333333333333,0.16666666666666666,3.1666666666666665,1.3333333333333333
2021,1.5528109589041095,67.6,7.3,17,223.58823529411765,7.588235294117647,1.2941176470588236,0,1.6470588235294117,0.9411764705882353
2021,14.746575342465754,67,7.1,17,233.41176470588235,4.823529411764706,1.1764705882352942,0.058823529411764705,2.3529411764705883,0.9411764705882353
2021,10.95890410958904,67.2,8.1,17,287.4117647058824,2.5294117647058822,2.411764705882353,0,1.7647058823529411,1.1176470588235294
2021,4.073085479452055,66.3,7.3,17,284,22.41176470588235,2.176470588235294,0.11764705882352941,1.6470588235294117,1
2021,17.534246575342465,64.8,7.8,14,222.35714285714286,13.071428571428571,1.7857142857142858,0.14285714285714285,2.357142857142857,0.5
2021,6.082191780821917,67.2,7,17,219.64705882352942,15.882352941176471,1.2352941176470589,0.4117647058823529,2.764705882352941,1.0588235294117647
2021,2.6162657534246576,59.9,6.2,12,210.58333333333334,18.5,0.75,0.4166666666666667,2.9166666666666665,1.4166666666666667
2021,1.095890410958904,65,6.9,16,213.6875,19.5625,1.25,0.0625,2.375,1.0625
2021,2.4194520547945206,66.9,7.2,14,218,7.571428571428571,1.2857142857142858,0.14285714285714285,2.2142857142857144,0.5714285714285714
2021,5.778404383561644,67.5,7.4,17,312.70588235294116,4.764705882352941,2.5294117647058822,0.11764705882352941,1.2941176470588236,0.8823529411764706
2021,3.6656027397260273,59.6,6,17,214.1764705882353,19.647058823529413,0.7058823529411765,0.11764705882352941,1.8823529411764706,1.2941176470588236
2021,3.770290958904109,67.8,6.8,13,204.07692307692307,9.846153846153847,1.2307692307692308,0.23076923076923078,1.5384615384615385,0.8461538461538461
2021,3.5019358904109588,55.6,6.1,13,179.53846153846155,14.23076923076923,0.6923076923076923,0.3076923076923077,3.3846153846153846,0.9230769230769231
2022,13.70488376560999,64.6,6.8,17,217.35294117647058,5.529411764705882,1.5294117647058822,0.058823529411764705,1.8823529411764706,0.9411764705882353
2022,1.440922190201729,66.7,7.6,14,205.07142857142858,3.857142857142857,1.2857142857142858,0,1.7857142857142858,0.7142857142857143
2022,0.648147934678194,60,6.5,12,180.25,7.416666666666667,0.8333333333333334,0.08333333333333333,3,0.8333333333333334
2022,9.476464937560038,66.2,7.3,12,238.33333333333334,15.166666666666666,1.9166666666666667,0.08333333333333333,1.6666666666666667,1.3333333333333333
2022,4.018172910662824,67.2,6.8,16,200.3125,44.25,0.9375,0.4375,2.75,0.5
2022,0.5700485110470701,61,6.5,15,207.86666666666667,7.2,1.1333333333333333,0.13333333333333333,2.066666666666667,1.2
2022,9.3059558117195,60.8,7,15,234.8,6.8,1.6,0,1.8,0.9333333333333333
2022,1.6810758885686838,69.8,7.5,17,251.88235294117646,21.529411764705884,1.7647058823529411,0.058823529411764705,2.7058823529411766,0.8823529411764706
2022,2.23342939481268,64,7.1,14,186.28571428571428,17.357142857142858,0.8571428571428571,0.14285714285714285,1.7142857142857142,0.7142857142857143
2022,0.7892555235350626,66.5,8,15,246.73333333333332,50.666666666666664,1.4666666666666666,0.8666666666666667,2.533333333333333,0.5333333333333333
2022,14.961575408261288,65.1,7.6,17,261.05882352941177,4.294117647058823,1.7058823529411764,0,1.3529411764705883,0.6470588235294118
2022,6.720065321805955,67.2,7.9,11,221.54545454545453,3,1.4545454545454546,0.18181818181818182,1.6363636363636365,0.5454545454545454
2022,4.740651777137368,68.5,7.4,17,266.29411764705884,15.235294117647058,2.1176470588235294,0.29411764705882354,2.411764705882353,0.8823529411764706
2022,7.863727665706052,63.2,7.5,17,253.88235294117646,45.64705882352941,2.0588235294117645,0.4117647058823529,1.9411764705882353,1.1176470588235294
2022,2.0600768491834773,60.4,7.1,15,149.46666666666667,76.2,1.1333333333333333,0.5333333333333333,3.6666666666666665,0.8666666666666667
2022,3.481628722382325,68.2,6.8,17,278.7647058823529,8.647058823529411,1.4705882352941178,0,2.235294117647059,0.7647058823529411
2022,1.228530739673391,63,6.2,13,184.92307692307693,18.23076923076923,0.5384615384615384,0.23076923076923078,2.076923076923077,0.7692307692307693
2022,15.089658021133525,65.9,7.1,17,267.47058823529414,5.705882352941177,1.7058823529411764,0.11764705882352941,2.7058823529411766,1
2022,6.085245437079731,66.4,6.1,11,215.27272727272728,38,1.2727272727272727,0.2727272727272727,2.272727272727273,0.8181818181818182
2022,11.054755043227665,62.3,6.9,12,186.83333333333334,63.666666666666664,1.4166666666666667,0.25,2.1666666666666665,0.75
2022,1.701416906820365,65.2,6.8,14,214.07142857142858,7.285714285714286,1,0.07142857142857142,2.4285714285714284,0.8571428571428571
2022,2.041306436119116,61.3,7.4,13,170.69230769230768,33.69230769230769,1.1538461538461537,0.3076923076923077,2.1538461538461537,0.9230769230769231
2022,8.984573487031701,67,6.6,12,254.75,5.833333333333333,1.1666666666666667,0.08333333333333333,3.1666666666666665,1.5
2022,17.191825648414984,67.1,8.1,17,308.8235294117647,21.058823529411764,2.411764705882353,0.23529411764705882,1.5294117647058822,0.7058823529411765
2022,8.165225744476464,60.5,7.3,15,234.93333333333334,18.466666666666665,1.0666666666666667,0.2,3.6666666666666665,0.8666666666666667
2022,18.539865513928913,65.2,7.8,12,211.33333333333334,8.166666666666666,1.0833333333333333,0.16666666666666666,2.75,0.6666666666666666
2022,5.71373679154659,66.8,6.4,17,276.11764705882354,-0.058823529411764705,1.4705882352941178,0.058823529411764705,1.2941176470588236,0.7647058823529411
2022,4.016405379442843,66.3,7,17,241.94117647058823,17.11764705882353,1.4705882352941178,0.29411764705882354,1.588235294117647,1
2022,3.965867915465898,64.8,8.9,13,272.9230769230769,5.384615384615385,1.9230769230769231,0,1.6153846153846154,0.6923076923076923
